Customer ID,Count,Avg Order Value,Average Rating,Average Delivery Time,Delivery Delay Mode,Refund Requested Mode,Platform Mode,Product Category Mode
CUST7735,19,525.1052631578947,3.263157894736842,25.526315789473685,0,0,Blinkit,Fruits & Vegetables
CUST1129,19,572.3684210526316,3.3684210526315788,32.31578947368421,0,0,JioMart,Beverages
CUST3321,19,516.8421052631579,2.9473684210526314,34.473684210526315,0,1,Swiggy Instamart,Fruits & Vegetables
CUST5230,19,617.8421052631579,3.3157894736842106,31.57894736842105,0,0,JioMart,Grocery
CUST3839,19,554.8947368421053,3.8421052631578947,29.157894736842106,0,0,Swiggy Instamart,Dairy
CUST8499,19,471.89473684210526,2.9473684210526314,27.68421052631579,0,1,Blinkit,Grocery
CUST2789,19,582.8421052631579,3.0,29.57894736842105,0,0,Blinkit,Fruits & Vegetables
CUST6245,19,681.1578947368421,2.8421052631578947,28.210526315789473,0,1,Swiggy Instamart,Snacks
CUST3421,19,522.3157894736842,3.3684210526315788,24.94736842105263,0,0,Swiggy Instamart,Grocery
CUST4350,19,578.7894736842105,3.0526315789473686,31.42105263157895,0,1,Blinkit,Dairy
CUST7223,19,594.2105263157895,3.736842105263158,30.57894736842105,0,0,Swiggy Instamart,Beverages
CUST6454,19,617.8421052631579,3.3157894736842106,26.789473684210527,0,0,JioMart,Grocery
CUST8871,19,565.0526315789474,2.6842105263157894,30.36842105263158,0,1,Swiggy Instamart,Snacks
CUST6286,19,455.8421052631579,3.473684210526316,29.94736842105263,0,0,Swiggy Instamart,Grocery
CUST7077,19,530.8421052631579,3.1578947368421053,28.63157894736842,0,0,Swiggy Instamart,Grocery
CUST2570,19,477.36842105263156,3.210526315789474,30.68421052631579,0,0,Blinkit,Beverages
CUST9115,19,594.578947368421,3.1578947368421053,31.63157894736842,0,1,JioMart,Dairy
CUST9753,19,512.9473684210526,3.4210526315789473,29.789473684210527,0,0,JioMart,Dairy
CUST9076,19,486.4736842105263,3.5789473684210527,30.05263157894737,0,0,JioMart,Beverages
CUST9892,19,582.0,3.210526315789474,27.210526315789473,0,1,Blinkit,Fruits & Vegetables
CUST9055,19,672.578947368421,3.473684210526316,30.842105263157894,0,0,Blinkit,Fruits & Vegetables
CUST1869,19,518.2631578947369,2.789473684210526,26.63157894736842,0,1,JioMart,Beverages
CUST1401,19,657.6315789473684,3.526315789473684,30.0,0,0,JioMart,Beverages
CUST6072,19,647.7894736842105,3.5789473684210527,30.526315789473685,0,0,Swiggy Instamart,Personal Care
CUST4970,19,677.2631578947369,4.105263157894737,28.94736842105263,0,0,Blinkit,Personal Care
CUST5172,19,640.3157894736842,3.473684210526316,31.263157894736842,0,0,Blinkit,Grocery
CUST2897,19,551.1578947368421,3.0526315789473686,27.157894736842106,0,1,JioMart,Dairy
CUST2522,19,475.2631578947368,3.210526315789474,29.526315789473685,0,0,Swiggy Instamart,Snacks
CUST6384,19,489.8421052631579,3.263157894736842,28.157894736842106,0,0,Blinkit,Fruits & Vegetables
CUST7232,19,608.0526315789474,3.0526315789473686,27.210526315789473,0,1,Blinkit,Fruits & Vegetables
CUST6473,19,452.89473684210526,3.473684210526316,30.789473684210527,0,0,JioMart,Fruits & Vegetables
CUST7997,19,552.1052631578947,3.789473684210526,29.526315789473685,0,0,Blinkit,Snacks
CUST9316,19,478.63157894736844,3.3157894736842106,27.42105263157895,0,0,JioMart,Fruits & Vegetables
CUST2040,19,619.1052631578947,2.9473684210526314,29.263157894736842,0,0,Blinkit,Fruits & Vegetables
CUST7874,19,555.4736842105264,3.6315789473684212,26.210526315789473,0,0,JioMart,Personal Care
CUST3187,19,607.9473684210526,3.1052631578947367,27.63157894736842,0,0,Swiggy Instamart,Snacks
CUST9470,19,622.9473684210526,2.6315789473684212,27.263157894736842,0,1,JioMart,Grocery
CUST3148,19,494.63157894736844,3.3157894736842106,28.94736842105263,0,0,JioMart,Beverages
CUST5413,19,566.421052631579,3.3684210526315788,27.473684210526315,0,0,JioMart,Snacks
CUST6092,19,734.1052631578947,3.4210526315789473,30.210526315789473,0,0,Swiggy Instamart,Beverages
CUST8765,19,740.8947368421053,3.210526315789474,34.8421052631579,0,0,Swiggy Instamart,Personal Care
CUST9810,19,634.6315789473684,3.736842105263158,30.105263157894736,0,0,Swiggy Instamart,Grocery
CUST2103,19,555.2631578947369,3.6315789473684212,26.736842105263158,0,0,Swiggy Instamart,Grocery
CUST8380,19,484.3157894736842,3.3684210526315788,28.526315789473685,0,0,JioMart,Fruits & Vegetables
CUST6613,19,438.7368421052632,2.9473684210526314,28.894736842105264,0,1,Blinkit,Personal Care
CUST4733,19,568.0526315789474,3.210526315789474,31.94736842105263,0,0,Blinkit,Dairy
CUST5289,19,551.4736842105264,3.5789473684210527,31.526315789473685,0,0,JioMart,Fruits & Vegetables
CUST6815,19,465.5263157894737,3.526315789473684,30.0,0,0,Blinkit,Dairy
CUST7877,19,472.10526315789474,2.736842105263158,31.210526315789473,0,1,JioMart,Fruits & Vegetables
CUST8259,19,600.8421052631579,4.0,26.94736842105263,0,0,Swiggy Instamart,Dairy
CUST9531,19,626.8421052631579,3.0526315789473686,32.21052631578947,0,1,Blinkit,Beverages
CUST9459,19,685.421052631579,3.3157894736842106,26.789473684210527,0,0,JioMart,Fruits & Vegetables
CUST3496,19,576.2631578947369,3.1578947368421053,26.736842105263158,0,0,Swiggy Instamart,Beverages
CUST8330,19,654.6842105263158,3.736842105263158,27.157894736842106,0,0,JioMart,Snacks
CUST4111,19,531.6842105263158,3.6315789473684212,31.05263157894737,0,0,JioMart,Beverages
CUST1807,19,682.1578947368421,3.210526315789474,30.894736842105264,0,0,Blinkit,Dairy
CUST8657,19,688.6842105263158,4.052631578947368,31.57894736842105,0,0,Blinkit,Personal Care
CUST2207,19,622.1578947368421,3.3684210526315788,29.263157894736842,0,0,Blinkit,Beverages
CUST1672,19,547.8947368421053,2.6315789473684212,33.10526315789474,0,1,Blinkit,Grocery
CUST1074,18,591.4444444444445,3.7222222222222223,28.5,0,0,Blinkit,Beverages
CUST7508,18,636.3888888888889,3.0555555555555554,29.166666666666668,0,0,Blinkit,Fruits & Vegetables
CUST8192,18,588.7222222222222,2.388888888888889,24.555555555555557,0,1,Blinkit,Grocery
CUST5661,18,547.8333333333334,3.6666666666666665,27.38888888888889,0,0,Blinkit,Dairy
CUST5224,18,542.4444444444445,3.3333333333333335,30.0,0,0,Blinkit,Dairy
CUST2684,18,450.44444444444446,3.2777777777777777,26.166666666666668,0,0,Blinkit,Beverages
CUST6960,18,737.1111111111111,3.388888888888889,27.77777777777778,0,0,Swiggy Instamart,Beverages
CUST7897,18,619.7222222222222,2.7222222222222223,32.833333333333336,0,1,Blinkit,Grocery
CUST1127,18,404.3333333333333,4.111111111111111,28.27777777777778,0,0,JioMart,Snacks
CUST5487,18,559.3888888888889,2.888888888888889,28.833333333333332,0,1,JioMart,Dairy
CUST9413,18,557.6666666666666,3.3333333333333335,27.944444444444443,0,0,JioMart,Dairy
CUST7577,18,484.22222222222223,4.055555555555555,28.166666666666668,0,0,Swiggy Instamart,Dairy
CUST3680,18,687.3888888888889,2.8333333333333335,31.944444444444443,0,1,Swiggy Instamart,Fruits & Vegetables
CUST8271,18,609.7222222222222,3.5,29.11111111111111,0,0,JioMart,Beverages
CUST9255,18,632.5,2.7222222222222223,29.11111111111111,0,1,JioMart,Grocery
CUST4115,18,449.8888888888889,3.7777777777777777,28.88888888888889,0,0,Blinkit,Dairy
CUST4312,18,442.0,3.611111111111111,29.61111111111111,0,0,Swiggy Instamart,Snacks
CUST5449,18,450.3333333333333,3.1666666666666665,27.5,0,0,JioMart,Dairy
CUST8906,18,671.2222222222222,3.388888888888889,33.666666666666664,0,0,JioMart,Grocery
CUST7912,18,579.0555555555555,2.888888888888889,30.944444444444443,0,1,Swiggy Instamart,Dairy
CUST4394,18,528.7777777777778,2.888888888888889,31.555555555555557,0,1,Blinkit,Grocery
CUST4432,18,501.72222222222223,3.0555555555555554,29.444444444444443,0,1,Swiggy Instamart,Grocery
CUST4811,18,766.8888888888889,2.8333333333333335,29.833333333333332,0,1,Blinkit,Beverages
CUST9863,18,599.7777777777778,3.2222222222222223,29.333333333333332,0,0,Blinkit,Beverages
CUST7493,18,551.1666666666666,3.2777777777777777,27.555555555555557,0,0,Swiggy Instamart,Fruits & Vegetables
CUST8255,18,572.6111111111111,3.1666666666666665,28.27777777777778,0,0,Blinkit,Snacks
CUST8812,18,517.6666666666666,2.611111111111111,32.388888888888886,0,1,Blinkit,Beverages
CUST9117,18,562.0,3.4444444444444446,26.666666666666668,0,0,Blinkit,Snacks
CUST4220,18,641.4444444444445,3.5,28.5,0,0,Blinkit,Personal Care
CUST8433,18,654.2777777777778,2.7222222222222223,26.444444444444443,0,1,Blinkit,Dairy
CUST2876,18,600.8333333333334,3.3333333333333335,28.11111111111111,0,0,Blinkit,Grocery
CUST4453,18,445.94444444444446,3.5,29.833333333333332,0,0,Blinkit,Dairy
CUST4197,18,666.8888888888889,3.0555555555555554,29.055555555555557,0,1,Blinkit,Dairy
CUST5382,18,684.4444444444445,3.0,28.333333333333332,0,0,Swiggy Instamart,Grocery
CUST7764,18,533.7222222222222,3.5555555555555554,29.88888888888889,0,0,Blinkit,Personal Care
CUST7622,18,467.3888888888889,3.5,25.38888888888889,0,0,Swiggy Instamart,Grocery
CUST4106,18,549.9444444444445,3.3333333333333335,29.055555555555557,0,0,Swiggy Instamart,Fruits & Vegetables
CUST9951,18,651.4444444444445,2.8333333333333335,33.27777777777778,0,1,Blinkit,Dairy
CUST4920,18,721.0,3.4444444444444446,33.0,0,0,JioMart,Dairy
CUST3765,18,555.5555555555555,3.888888888888889,30.833333333333332,0,0,JioMart,Fruits & Vegetables
CUST8303,18,638.9444444444445,3.7222222222222223,26.27777777777778,0,0,Swiggy Instamart,Fruits & Vegetables
CUST7985,18,538.0555555555555,3.111111111111111,28.38888888888889,0,1,JioMart,Fruits & Vegetables
CUST5490,18,568.6666666666666,3.5555555555555554,30.22222222222222,0,0,Blinkit,Snacks
CUST2680,18,600.3888888888889,3.2777777777777777,26.833333333333332,0,0,Blinkit,Beverages
CUST7187,18,535.3333333333334,3.5,30.27777777777778,0,0,JioMart,Beverages
CUST1890,18,481.3888888888889,3.611111111111111,28.666666666666668,0,0,Swiggy Instamart,Dairy
CUST3167,18,592.7777777777778,3.3333333333333335,30.055555555555557,0,0,Blinkit,Beverages
CUST4700,18,706.6111111111111,2.3333333333333335,25.27777777777778,0,1,Blinkit,Personal Care
CUST1104,18,605.1666666666666,3.0555555555555554,33.72222222222222,0,1,JioMart,Beverages
CUST7565,18,627.5555555555555,3.4444444444444446,32.55555555555556,0,0,Swiggy Instamart,Grocery
CUST4461,18,530.5555555555555,3.3333333333333335,29.444444444444443,0,0,JioMart,Snacks
CUST4977,18,493.77777777777777,3.111111111111111,29.444444444444443,0,1,Blinkit,Beverages
CUST4043,18,597.3333333333334,2.611111111111111,31.666666666666668,0,1,JioMart,Snacks
CUST8501,18,568.4444444444445,3.3333333333333335,29.61111111111111,0,0,Blinkit,Beverages
CUST4709,18,558.2777777777778,3.6666666666666665,26.38888888888889,0,0,Blinkit,Snacks
CUST4845,18,548.2777777777778,3.388888888888889,26.61111111111111,0,0,Blinkit,Dairy
CUST2645,18,542.9444444444445,3.6666666666666665,29.444444444444443,0,0,JioMart,Personal Care
CUST8074,18,656.1111111111111,4.055555555555555,31.166666666666668,0,0,Swiggy Instamart,Personal Care
CUST9837,18,615.3888888888889,2.5,29.666666666666668,0,1,Blinkit,Beverages
CUST4555,18,522.4444444444445,3.0,32.77777777777778,0,1,JioMart,Snacks
CUST5216,18,405.3333333333333,2.388888888888889,24.444444444444443,0,1,Blinkit,Grocery
CUST3587,18,501.44444444444446,3.6666666666666665,28.27777777777778,0,0,JioMart,Beverages
CUST1525,18,714.7777777777778,3.0,29.833333333333332,0,0,Swiggy Instamart,Grocery
CUST9119,18,553.3333333333334,2.7777777777777777,27.444444444444443,0,1,Blinkit,Fruits & Vegetables
CUST8925,18,618.3333333333334,3.0555555555555554,32.94444444444444,0,1,Blinkit,Snacks
CUST3608,18,586.3333333333334,3.888888888888889,28.833333333333332,0,0,JioMart,Grocery
CUST9964,18,630.7777777777778,2.8333333333333335,28.444444444444443,0,1,Blinkit,Dairy
CUST8077,18,698.0555555555555,3.0555555555555554,34.94444444444444,0,1,JioMart,Fruits & Vegetables
CUST9379,18,622.7777777777778,2.9444444444444446,28.833333333333332,0,0,Blinkit,Dairy
CUST3992,18,598.5,3.611111111111111,26.61111111111111,0,0,JioMart,Beverages
CUST6735,18,629.8888888888889,3.0555555555555554,31.22222222222222,0,0,Swiggy Instamart,Snacks
CUST9514,18,542.9444444444445,3.4444444444444446,28.833333333333332,0,0,JioMart,Beverages
CUST4054,18,645.5555555555555,3.2222222222222223,32.55555555555556,0,0,JioMart,Beverages
CUST8133,18,634.7777777777778,3.7777777777777777,26.61111111111111,0,0,Blinkit,Grocery
CUST7583,18,666.7777777777778,3.5555555555555554,29.72222222222222,0,0,Blinkit,Personal Care
CUST7921,18,402.77777777777777,3.5,32.333333333333336,0,0,Blinkit,Fruits & Vegetables
CUST1130,18,674.2777777777778,3.388888888888889,29.944444444444443,0,0,Swiggy Instamart,Fruits & Vegetables
CUST8705,18,703.0,3.7222222222222223,30.61111111111111,0,0,JioMart,Personal Care
CUST4541,18,640.8333333333334,3.2222222222222223,32.611111111111114,0,0,JioMart,Grocery
CUST2101,18,437.05555555555554,2.888888888888889,28.444444444444443,0,0,Blinkit,Snacks
CUST5813,18,511.55555555555554,2.3333333333333335,29.22222222222222,0,1,Blinkit,Beverages
CUST8736,18,707.1111111111111,3.111111111111111,27.944444444444443,0,0,Blinkit,Grocery
CUST9482,18,808.0555555555555,3.2222222222222223,29.72222222222222,0,0,JioMart,Beverages
CUST2245,18,671.0,3.111111111111111,29.61111111111111,0,1,Blinkit,Grocery
CUST1480,18,700.9444444444445,4.055555555555555,30.166666666666668,0,0,JioMart,Fruits & Vegetables
CUST8273,18,804.1666666666666,3.2777777777777777,32.111111111111114,0,0,Swiggy Instamart,Grocery
CUST5425,18,532.2777777777778,2.888888888888889,32.94444444444444,0,1,Blinkit,Fruits & Vegetables
CUST4304,18,528.5,2.888888888888889,29.88888888888889,0,1,JioMart,Beverages
CUST5807,18,470.5,3.111111111111111,30.61111111111111,0,1,Swiggy Instamart,Snacks
CUST9656,18,670.5,3.111111111111111,26.5,0,1,Swiggy Instamart,Beverages
CUST7704,18,564.1111111111111,2.888888888888889,30.27777777777778,0,1,Blinkit,Grocery
CUST7304,18,531.5,3.5555555555555554,31.666666666666668,0,0,JioMart,Beverages
CUST4042,18,667.7777777777778,3.6666666666666665,30.0,0,0,JioMart,Personal Care
CUST6402,18,493.94444444444446,3.1666666666666665,32.333333333333336,0,1,Blinkit,Dairy
CUST1266,18,520.5555555555555,3.388888888888889,33.5,0,0,Swiggy Instamart,Beverages
CUST3253,18,515.7222222222222,3.2777777777777777,21.77777777777778,0,0,Blinkit,Dairy
CUST5670,18,525.1666666666666,2.7777777777777777,30.22222222222222,0,1,JioMart,Snacks
CUST7089,18,573.0,3.0555555555555554,28.444444444444443,0,1,Blinkit,Snacks
CUST5237,18,641.5,3.611111111111111,29.88888888888889,0,0,Swiggy Instamart,Grocery
CUST8838,18,506.55555555555554,3.1666666666666665,30.27777777777778,0,0,Blinkit,Beverages
CUST4784,18,533.3333333333334,3.111111111111111,26.0,0,0,Swiggy Instamart,Personal Care
CUST3180,18,664.1666666666666,3.4444444444444446,27.38888888888889,0,0,Blinkit,Snacks
CUST9156,18,581.3888888888889,2.8333333333333335,33.388888888888886,0,1,Blinkit,Beverages
CUST3029,18,591.3333333333334,3.5555555555555554,28.22222222222222,0,0,Blinkit,Snacks
CUST1494,18,572.2222222222222,3.1666666666666665,29.88888888888889,0,0,Swiggy Instamart,Fruits & Vegetables
CUST4345,18,528.2222222222222,4.0,23.61111111111111,0,0,Blinkit,Dairy
CUST7251,18,469.6666666666667,3.2777777777777777,29.22222222222222,0,0,JioMart,Beverages
CUST2850,18,640.8333333333334,2.7777777777777777,30.166666666666668,0,1,Blinkit,Beverages
CUST8488,18,538.6111111111111,3.611111111111111,26.666666666666668,0,0,Blinkit,Beverages
CUST9762,18,551.4444444444445,3.1666666666666665,29.5,0,0,Swiggy Instamart,Grocery
CUST4587,18,554.6666666666666,3.2777777777777777,26.77777777777778,0,0,Blinkit,Fruits & Vegetables
CUST1206,18,529.8333333333334,3.2222222222222223,31.166666666666668,0,0,JioMart,Personal Care
CUST1118,18,677.1666666666666,3.111111111111111,29.38888888888889,0,0,Swiggy Instamart,Grocery
CUST1881,18,670.7222222222222,3.4444444444444446,27.5,0,0,Swiggy Instamart,Personal Care
CUST9029,18,483.3333333333333,2.9444444444444446,32.833333333333336,0,0,Swiggy Instamart,Snacks
CUST8997,18,576.1666666666666,4.0,29.333333333333332,0,0,Blinkit,Snacks
CUST3539,18,706.1111111111111,3.5,29.055555555555557,0,0,Blinkit,Beverages
CUST1052,18,629.8888888888889,4.388888888888889,31.22222222222222,0,0,Swiggy Instamart,Personal Care
CUST4997,18,692.1666666666666,3.611111111111111,31.61111111111111,0,0,Blinkit,Dairy
CUST4614,18,645.6666666666666,3.2222222222222223,31.555555555555557,0,0,Blinkit,Beverages
CUST7387,18,491.55555555555554,2.611111111111111,28.444444444444443,0,1,JioMart,Snacks
CUST2168,18,583.6666666666666,3.611111111111111,26.944444444444443,0,0,Swiggy Instamart,Grocery
CUST3859,18,664.2777777777778,3.3333333333333335,28.333333333333332,0,0,Blinkit,Beverages
CUST4652,18,490.27777777777777,2.6666666666666665,29.72222222222222,0,1,Blinkit,Fruits & Vegetables
CUST5600,18,528.6666666666666,3.1666666666666665,26.833333333333332,0,0,Swiggy Instamart,Personal Care
CUST5011,18,511.05555555555554,3.7222222222222223,28.333333333333332,0,0,Blinkit,Fruits & Vegetables
CUST6985,18,483.0,3.3333333333333335,24.166666666666668,0,0,Swiggy Instamart,Snacks
CUST6518,18,522.2777777777778,3.1666666666666665,30.833333333333332,0,0,Blinkit,Dairy
CUST4278,18,592.2777777777778,3.4444444444444446,31.27777777777778,0,0,JioMart,Fruits & Vegetables
CUST2734,18,459.1666666666667,2.611111111111111,33.0,0,1,Swiggy Instamart,Snacks
CUST1996,18,551.0,2.4444444444444446,28.555555555555557,0,1,Blinkit,Beverages
CUST2816,18,522.0555555555555,3.6666666666666665,30.61111111111111,0,0,JioMart,Fruits & Vegetables
CUST5761,18,461.6111111111111,3.0,31.88888888888889,0,0,Blinkit,Dairy
CUST1078,18,765.6666666666666,3.2222222222222223,31.0,0,0,Blinkit,Personal Care
CUST5868,18,565.0555555555555,3.5,31.0,0,0,Swiggy Instamart,Fruits & Vegetables
